path,true_label,predicted_label,prob_pneumonia,confidence,error_type,coarse_type
test/NORMAL/0b68b596-41bd-425f-a9f6-43b84071b567.png,NORMAL,PNEUMONIA,0.99848735,0.99848735,high_confidence_false_positive,false_positive
test/NORMAL/0b2e67fe-09ae-40b0-8089-4dddb7c2c0cf.png,NORMAL,PNEUMONIA,0.99834335,0.99834335,high_confidence_false_positive,false_positive
test/NORMAL/023558cc-fcca-4fc2-9749-175e2727d49d.png,NORMAL,PNEUMONIA,0.99833930,0.99833930,high_confidence_false_positive,false_positive
test/NORMAL/17c67743-6d92-4dda-adae-61bc41724da4.png,NORMAL,PNEUMONIA,0.99830902,0.99830902,high_confidence_false_positive,false_positive
test/NORMAL/09918992-0dfa-4ab4-9e3c-51444c0267aa.png,NORMAL,PNEUMONIA,0.99830210,0.99830210,high_confidence_false_positive,false_positive
test/NORMAL/08b76292-b24f-4130-ae4f-3af518a9d5a3.png,NORMAL,PNEUMONIA,0.99820721,0.99820721,high_confidence_false_positive,false_positive
test/NORMAL/0a5b4860-e6ab-4737-a389-9d0cf7300770.png,NORMAL,PNEUMONIA,0.99817657,0.99817657,high_confidence_false_positive,false_positive
test/NORMAL/173e6c82-aa90-443c-8cae-9e284713ca7c.png,NORMAL,PNEUMONIA,0.99809998,0.99809998,high_confidence_false_positive,false_positive
test/NORMAL/0bc55dd2-15ee-4f8e-94a1-df2e8dfffd89.png,NORMAL,PNEUMONIA,0.99797684,0.99797684,high_confidence_false_positive,false_positive
test/NORMAL/0851e63b-8a7c-4089-afd2-b63c28795669.png,NORMAL,PNEUMONIA,0.99789536,0.99789536,high_confidence_false_positive,false_positive
test/NORMAL/01c7cc7c-7004-441f-9049-77b7b444dd6b.png,NORMAL,PNEUMONIA,0.99764222,0.99764222,high_confidence_false_positive,false_positive
test/NORMAL/16989af1-a5ad-4840-b79b-e0f29aaa88f9.png,NORMAL,PNEUMONIA,0.99757320,0.99757320,high_confidence_false_positive,false_positive
test/NORMAL/0f526bd8-4383-4b59-8db0-7ed03e41c142.png,NORMAL,PNEUMONIA,0.99751222,0.99751222,high_confidence_false_positive,false_positive
test/NORMAL/093ce867-9a80-4748-83ed-3d81d26b7741.png,NORMAL,PNEUMONIA,0.99737585,0.99737585,high_confidence_false_positive,false_positive
test/NORMAL/159b6cd1-8a7f-419a-a299-db96e99d8ab4.png,NORMAL,PNEUMONIA,0.99686301,0.99686301,high_confidence_false_positive,false_positive
test/NORMAL/02b20ea4-9c01-48b2-b3b3-5dae20e80095.png,NORMAL,PNEUMONIA,0.99635637,0.99635637,high_confidence_false_positive,false_positive
test/NORMAL/182dfedc-976f-4464-9023-d787392b7ee1.png,NORMAL,PNEUMONIA,0.99608517,0.99608517,high_confidence_false_positive,false_positive
test/NORMAL/02e141b9-8bc0-45df-be3a-5508768412c6.png,NORMAL,PNEUMONIA,0.99571568,0.99571568,high_confidence_false_positive,false_positive
test/NORMAL/10950638-0710-43fb-9705-f33942b65bf9.png,NORMAL,PNEUMONIA,0.99536103,0.99536103,high_confidence_false_positive,false_positive
test/NORMAL/17db8400-909f-46d9-8d94-bc33309bb0ff.png,NORMAL,PNEUMONIA,0.99518991,0.99518991,high_confidence_false_positive,false_positive
test/NORMAL/113daddf-b629-48e4-9d29-385ea77320ba.png,NORMAL,PNEUMONIA,0.99505979,0.99505979,high_confidence_false_positive,false_positive
test/NORMAL/0c1badbd-7eb5-4537-ac84-963021a9f23e.png,NORMAL,PNEUMONIA,0.99493575,0.99493575,high_confidence_false_positive,false_positive
test/NORMAL/08886e85-61de-479a-b2df-99ef3c5d0b05.png,NORMAL,PNEUMONIA,0.99453211,0.99453211,high_confidence_false_positive,false_positive
test/NORMAL/056d6cc6-fb4a-48a5-808b-b775d29a438a.png,NORMAL,PNEUMONIA,0.99433017,0.99433017,high_confidence_false_positive,false_positive
test/NORMAL/088265f7-0350-4c51-a7fc-99f1ddc89ae1.png,NORMAL,PNEUMONIA,0.99415684,0.99415684,high_confidence_false_positive,false_positive
test/NORMAL/016b050d-bf68-4a32-8d3e-421338819519.png,NORMAL,PNEUMONIA,0.99393243,0.99393243,high_confidence_false_positive,false_positive
test/NORMAL/0889b108-8f03-4fef-9ef3-5ddabde15ce7.png,NORMAL,PNEUMONIA,0.99389333,0.99389333,high_confidence_false_positive,false_positive
test/NORMAL/0c6fd4d2-e97b-496f-922a-dfcfbbc1c1ad.png,NORMAL,PNEUMONIA,0.99386877,0.99386877,high_confidence_false_positive,false_positive
test/NORMAL/037e120a-24fa-4f9c-8813-111136e3c288.png,NORMAL,PNEUMONIA,0.99378175,0.99378175,high_confidence_false_positive,false_positive
test/NORMAL/074767f2-05df-4e74-8ba6-f7fd568f9279.png,NORMAL,PNEUMONIA,0.99349517,0.99349517,high_confidence_false_positive,false_positive
test/NORMAL/0e3a2225-066f-4aed-90e1-70663f739d9d.png,NORMAL,PNEUMONIA,0.99257702,0.99257702,high_confidence_false_positive,false_positive
test/NORMAL/0618f099-05dd-41d8-bf4d-b5ef8400c2e0.png,NORMAL,PNEUMONIA,0.99254578,0.99254578,high_confidence_false_positive,false_positive
test/NORMAL/06e48d8a-93d5-40c6-b6be-f04378117ac8.png,NORMAL,PNEUMONIA,0.99248189,0.99248189,high_confidence_false_positive,false_positive
test/NORMAL/1574002d-50dc-4515-ad32-310e465592f8.png,NORMAL,PNEUMONIA,0.99189526,0.99189526,high_confidence_false_positive,false_positive
test/NORMAL/189b1bb5-65d4-4dac-9cd8-e7232d84fcdd.png,NORMAL,PNEUMONIA,0.99184579,0.99184579,high_confidence_false_positive,false_positive
test/NORMAL/09a71d45-931c-4089-958d-3eca0f1e303a.png,NORMAL,PNEUMONIA,0.99181002,0.99181002,high_confidence_false_positive,false_positive
test/NORMAL/1b55632f-8c87-41cc-ba05-2f7266494f3e.png,NORMAL,PNEUMONIA,0.99132323,0.99132323,high_confidence_false_positive,false_positive
test/NORMAL/1266cab0-e29f-47b9-87a2-17ed6658603c.png,NORMAL,PNEUMONIA,0.99104184,0.99104184,high_confidence_false_positive,false_positive
test/NORMAL/0d8c48b1-8f7a-46c6-b63d-056402ed5b52.png,NORMAL,PNEUMONIA,0.99074674,0.99074674,high_confidence_false_positive,false_positive
test/NORMAL/11757990-5db5-45da-905d-dc9ad56b9087.png,NORMAL,PNEUMONIA,0.99068075,0.99068075,high_confidence_false_positive,false_positive
test/NORMAL/180e443a-c5d0-46ad-8b5f-73b7e3939a80.png,NORMAL,PNEUMONIA,0.99001533,0.99001533,high_confidence_false_positive,false_positive
test/NORMAL/0754d5a7-fe8b-4a06-a127-66b483e645f4.png,NORMAL,PNEUMONIA,0.98957866,0.98957866,high_confidence_false_positive,false_positive
test/NORMAL/1f26f1eb-f306-4148-9a20-0144b8521dff.png,NORMAL,PNEUMONIA,0.98930931,0.98930931,high_confidence_false_positive,false_positive
test/NORMAL/08d0531a-b5c3-4677-94f1-a48101ed3e06.png,NORMAL,PNEUMONIA,0.98910809,0.98910809,high_confidence_false_positive,false_positive
test/NORMAL/0f712b0f-1966-40e9-a66a-1025198a6966.png,NORMAL,PNEUMONIA,0.98854685,0.98854685,high_confidence_false_positive,false_positive
test/NORMAL/0b7eaf33-4282-46fc-8488-b6ef8414fe21.png,NORMAL,PNEUMONIA,0.98844481,0.98844481,high_confidence_false_positive,false_positive
test/NORMAL/0962d39c-572c-4412-a33d-bfc7c66f9bbb.png,NORMAL,PNEUMONIA,0.98838615,0.98838615,high_confidence_false_positive,false_positive
test/NORMAL/0a19fb3c-36ef-401b-9deb-77f4f86d5d80.png,NORMAL,PNEUMONIA,0.98832953,0.98832953,high_confidence_false_positive,false_positive
test/NORMAL/06e1a29a-6307-4ec2-902e-b379d39d2101.png,NORMAL,PNEUMONIA,0.98793751,0.98793751,high_confidence_false_positive,false_positive
test/NORMAL/0c0a5c4b-a671-4ff2-bdaf-3e272ef0750b.png,NORMAL,PNEUMONIA,0.98748010,0.98748010,high_confidence_false_positive,false_positive
test/NORMAL/15f01c52-9386-44d4-b35f-b535e81cfec5.png,NORMAL,PNEUMONIA,0.98689550,0.98689550,high_confidence_false_positive,false_positive
test/NORMAL/07017f27-dee5-4979-8463-48459689cfc3.png,NORMAL,PNEUMONIA,0.98606896,0.98606896,high_confidence_false_positive,false_positive
test/NORMAL/0a8ccb49-debc-4e9a-b5dc-eefc3fe909ca.png,NORMAL,PNEUMONIA,0.98523581,0.98523581,high_confidence_false_positive,false_positive
test/NORMAL/074aea8f-d454-4590-9178-3183dbddcf30.png,NORMAL,PNEUMONIA,0.98493248,0.98493248,high_confidence_false_positive,false_positive
test/NORMAL/03946779-dbc9-41fe-9cd5-1bcce2662123.png,NORMAL,PNEUMONIA,0.98477429,0.98477429,high_confidence_false_positive,false_positive
test/NORMAL/1b8a2b4f-11e8-4d96-aa82-9493128a88f1.png,NORMAL,PNEUMONIA,0.98470956,0.98470956,high_confidence_false_positive,false_positive
test/NORMAL/134f7cfa-2bf1-457f-b7ef-6a23bd61ec45.png,NORMAL,PNEUMONIA,0.98326463,0.98326463,high_confidence_false_positive,false_positive
test/NORMAL/095ce5a1-3928-4120-9f15-24162c7f27c7.png,NORMAL,PNEUMONIA,0.98280716,0.98280716,high_confidence_false_positive,false_positive
test/NORMAL/0924465c-dbf3-49b3-97db-a4c49f6010c2.png,NORMAL,PNEUMONIA,0.98270458,0.98270458,high_confidence_false_positive,false_positive
test/NORMAL/01f6bf01-9887-498c-ab11-1d10c6a22221.png,NORMAL,PNEUMONIA,0.98147547,0.98147547,high_confidence_false_positive,false_positive
test/NORMAL/191e4702-68d1-4bd2-93cd-500463e3dce1.png,NORMAL,PNEUMONIA,0.98136765,0.98136765,high_confidence_false_positive,false_positive
test/NORMAL/18536f77-096d-4d43-8bd2-3fdf65c9969a.png,NORMAL,PNEUMONIA,0.98032445,0.98032445,high_confidence_false_positive,false_positive
test/NORMAL/0b0bd979-ce90-4ed4-8772-b136515e38c0.png,NORMAL,PNEUMONIA,0.97731256,0.97731256,high_confidence_false_positive,false_positive
test/NORMAL/0297e501-88b5-4ec0-a2fd-50a7c70b42eb.png,NORMAL,PNEUMONIA,0.97601277,0.97601277,high_confidence_false_positive,false_positive
test/NORMAL/0c3a7bda-26e9-4750-a295-5227365857c1.png,NORMAL,PNEUMONIA,0.97598052,0.97598052,high_confidence_false_positive,false_positive
test/NORMAL/15bbe0ce-b4f7-4000-9959-e2442e522954.png,NORMAL,PNEUMONIA,0.97592384,0.97592384,high_confidence_false_positive,false_positive
test/NORMAL/183c08d2-a4e6-4e2e-80b4-a547d6f0ed5c.png,NORMAL,PNEUMONIA,0.97549701,0.97549701,high_confidence_false_positive,false_positive
test/NORMAL/15b7d431-5807-468b-a561-42f63e56b845.png,NORMAL,PNEUMONIA,0.97533083,0.97533083,high_confidence_false_positive,false_positive
test/NORMAL/03cf39fd-692c-46db-80d2-f1efb09b0e31.png,NORMAL,PNEUMONIA,0.97441542,0.97441542,high_confidence_false_positive,false_positive
test/NORMAL/0c647889-f16e-4d22-8445-cc59707f26d3.png,NORMAL,PNEUMONIA,0.97419840,0.97419840,high_confidence_false_positive,false_positive
test/NORMAL/0e1a2d64-c6fd-4b32-946c-b02a2d575c63.png,NORMAL,PNEUMONIA,0.97411889,0.97411889,high_confidence_false_positive,false_positive
test/NORMAL/07290e87-0c95-4daf-ae97-2f7f971f23c0.png,NORMAL,PNEUMONIA,0.97384024,0.97384024,high_confidence_false_positive,false_positive
test/NORMAL/052e09c0-6747-4f72-8e71-96fcc489043a.png,NORMAL,PNEUMONIA,0.96794385,0.96794385,high_confidence_false_positive,false_positive
test/NORMAL/025b6ef8-0fd0-4900-8519-52dc9181f3f1.png,NORMAL,PNEUMONIA,0.96539861,0.96539861,high_confidence_false_positive,false_positive
test/NORMAL/18cd05d0-f86e-4087-bdb1-36ae4307ba4c.png,NORMAL,PNEUMONIA,0.96529239,0.96529239,high_confidence_false_positive,false_positive
test/NORMAL/01fe92f7-ff87-4f9e-9077-e00e670d1b47.png,NORMAL,PNEUMONIA,0.96091235,0.96091235,high_confidence_false_positive,false_positive
test/NORMAL/178a60bb-5b94-4199-a52a-0787da35a28f.png,NORMAL,PNEUMONIA,0.95649111,0.95649111,high_confidence_false_positive,false_positive
test/NORMAL/18eaf030-7dd3-44aa-9869-c9a552c86cd9.png,NORMAL,PNEUMONIA,0.95402867,0.95402867,high_confidence_false_positive,false_positive
test/NORMAL/08378826-08b5-4853-a607-254a419fbac5.png,NORMAL,PNEUMONIA,0.95372039,0.95372039,high_confidence_false_positive,false_positive
test/NORMAL/1bd9de29-597c-4cba-8581-83355af4c667.png,NORMAL,PNEUMONIA,0.95193529,0.95193529,high_confidence_false_positive,false_positive
test/NORMAL/1aae983d-cb59-42a3-ac06-441bc3d17050.png,NORMAL,PNEUMONIA,0.94239217,0.94239217,high_confidence_false_positive,false_positive
test/NORMAL/081e308c-0134-4ba3-b745-f632e37a83a1.png,NORMAL,PNEUMONIA,0.94116569,0.94116569,high_confidence_false_positive,false_positive
test/NORMAL/01b56434-4dd9-4994-bcc5-0b70a36e415a.png,NORMAL,PNEUMONIA,0.93241543,0.93241543,high_confidence_false_positive,false_positive
test/NORMAL/0a0f6755-610d-4b7c-a460-5f5a8f5c0743.png,NORMAL,PNEUMONIA,0.93207544,0.93207544,high_confidence_false_positive,false_positive
test/NORMAL/074113b7-da5f-4742-93fd-654ee20939f5.png,NORMAL,PNEUMONIA,0.92566502,0.92566502,high_confidence_false_positive,false_positive
test/NORMAL/1992fa74-49e1-4bde-bbf0-2799bfc2b7a4.png,NORMAL,PNEUMONIA,0.91466272,0.91466272,high_confidence_false_positive,false_positive
test/NORMAL/0638126f-126f-4f53-befe-538ff87597c6.png,NORMAL,PNEUMONIA,0.91313982,0.91313982,high_confidence_false_positive,false_positive
test/NORMAL/0318e440-ca1b-435b-a04f-fceee5ef279b.png,NORMAL,PNEUMONIA,0.90729165,0.90729165,high_confidence_false_positive,false_positive
test/NORMAL/10163e08-1de2-44e1-9145-1922f4dd6805.png,NORMAL,PNEUMONIA,0.90694505,0.90694505,high_confidence_false_positive,false_positive
test/NORMAL/0a74badc-f221-4017-96a6-055ee057b57d.png,NORMAL,PNEUMONIA,0.90538836,0.90538836,high_confidence_false_positive,false_positive
test/NORMAL/182430a0-b18e-4604-99b9-115995557c69.png,NORMAL,PNEUMONIA,0.90130305,0.90130305,high_confidence_false_positive,false_positive
test/NORMAL/1a63ca9b-22c9-4856-960f-7cdca38bdfd9.png,NORMAL,PNEUMONIA,0.89211726,0.89211726,false_positive,false_positive
test/NORMAL/10528b1d-887c-4107-8b18-aa40a0507389.png,NORMAL,PNEUMONIA,0.88574058,0.88574058,false_positive,false_positive
test/NORMAL/0b48e8f1-1f33-47ea-8cd1-1c65ae26ad72.png,NORMAL,PNEUMONIA,0.88521862,0.88521862,false_positive,false_positive
test/NORMAL/14cc02cb-fc0b-4fbf-bde1-76eab9a48493.png,NORMAL,PNEUMONIA,0.88165337,0.88165337,false_positive,false_positive
test/NORMAL/075686e1-bfe5-4901-b326-1a082ed6b937.png,NORMAL,PNEUMONIA,0.88015014,0.88015014,false_positive,false_positive
test/NORMAL/15d957da-6c21-4f18-a8e7-a26fe4d29f58.png,NORMAL,PNEUMONIA,0.88013530,0.88013530,false_positive,false_positive
test/NORMAL/08a5ff94-633a-4b7a-babe-6f91a324e672.png,NORMAL,PNEUMONIA,0.87987292,0.87987292,false_positive,false_positive
test/NORMAL/195991cd-bb4f-435e-992c-730d741cfec1.png,NORMAL,PNEUMONIA,0.87920707,0.87920707,false_positive,false_positive
test/NORMAL/068e882a-df1e-4d62-92a0-9eef12024b01.png,NORMAL,PNEUMONIA,0.86275512,0.86275512,false_positive,false_positive
test/NORMAL/0609cacd-b9a6-485f-a6f1-5bb7b88db8dd.png,NORMAL,PNEUMONIA,0.85906368,0.85906368,false_positive,false_positive
test/NORMAL/14a190f2-7a4c-463c-b1eb-85d7ede5e1a1.png,NORMAL,PNEUMONIA,0.85365862,0.85365862,false_positive,false_positive
test/NORMAL/0949dfc4-7613-432c-8d16-4cf0aa5b15bb.png,NORMAL,PNEUMONIA,0.83171976,0.83171976,false_positive,false_positive
test/NORMAL/0ecc15e9-fe6a-47ff-a622-43e23c8a73ff.png,NORMAL,PNEUMONIA,0.83067971,0.83067971,false_positive,false_positive
test/NORMAL/16440036-5704-4096-acc1-7ea237d0fefc.png,NORMAL,PNEUMONIA,0.81927371,0.81927371,false_positive,false_positive
test/NORMAL/0cc92744-51e9-4239-9e8f-81c229424d23.png,NORMAL,PNEUMONIA,0.81304967,0.81304967,false_positive,false_positive
test/NORMAL/198eb29b-5b05-4e42-9db0-3d4ae449569a.png,NORMAL,PNEUMONIA,0.81136739,0.81136739,false_positive,false_positive
test/NORMAL/1643d9ee-7f12-4a05-9328-f7d775f6cd2c.png,NORMAL,PNEUMONIA,0.80996060,0.80996060,false_positive,false_positive
test/NORMAL/0bbdddaa-499c-47cb-a6cc-a67faa4ec135.png,NORMAL,PNEUMONIA,0.80971110,0.80971110,false_positive,false_positive
test/NORMAL/18977885-5d9f-42f9-80a1-d39e201845ee.png,NORMAL,PNEUMONIA,0.80462420,0.80462420,false_positive,false_positive
test/NORMAL/0edb45b6-eb6a-42d9-902d-204730c3405e.png,NORMAL,PNEUMONIA,0.80009162,0.80009162,false_positive,false_positive
test/NORMAL/1617d8a8-6d1d-45a8-90d6-83dec3e5c088.png,NORMAL,PNEUMONIA,0.77116793,0.77116793,false_positive,false_positive
test/NORMAL/0526d2bc-c7f3-4660-9693-887ac6c173e9.png,NORMAL,PNEUMONIA,0.75861621,0.75861621,false_positive,false_positive
test/NORMAL/0ba96c88-a3ed-4f28-9981-36c340f4996b.png,NORMAL,PNEUMONIA,0.74128276,0.74128276,false_positive,false_positive
test/NORMAL/110f1696-ffba-439f-9918-1230c656121a.png,NORMAL,PNEUMONIA,0.72719139,0.72719139,false_positive,false_positive
test/NORMAL/06cb14bf-b134-4ad0-840b-8cf278559d66.png,NORMAL,PNEUMONIA,0.71497536,0.71497536,false_positive,false_positive
test/NORMAL/080f1469-5384-4678-b0ec-513ae837b583.png,NORMAL,PNEUMONIA,0.71371412,0.71371412,false_positive,false_positive
test/NORMAL/05bfde5b-5626-4a1d-84c1-ea6ef456d409.png,NORMAL,PNEUMONIA,0.69942987,0.69942987,false_positive,false_positive
test/NORMAL/11b092a2-141f-4a4d-8559-8cbef2f8af21.png,NORMAL,PNEUMONIA,0.69800496,0.69800496,false_positive,false_positive
test/NORMAL/05f9a259-1b07-4e83-8e30-6b01f3ae1cf1.png,NORMAL,PNEUMONIA,0.68710965,0.68710965,false_positive,false_positive
test/NORMAL/16b15680-1f2a-468f-abe9-f3ebbb50dca4.png,NORMAL,PNEUMONIA,0.68575424,0.68575424,false_positive,false_positive
test/NORMAL/0b92e1e9-78ae-4477-8b7e-f7cac9c79104.png,NORMAL,PNEUMONIA,0.66805589,0.66805589,false_positive,false_positive
test/NORMAL/04707463-aae0-4989-ae73-f9162275444e.png,NORMAL,PNEUMONIA,0.64340985,0.64340985,false_positive,false_positive
test/NORMAL/101e82b5-8be1-4318-84c9-0c64813f9ac5.png,NORMAL,PNEUMONIA,0.64161235,0.64161235,false_positive,false_positive
test/NORMAL/1e091e21-abd1-48f4-b6f2-3e07ed47b247.png,NORMAL,PNEUMONIA,0.63321900,0.63321900,false_positive,false_positive
test/NORMAL/0a5a6574-d94d-441f-afe4-115ba66b322e.png,NORMAL,PNEUMONIA,0.62745190,0.62745190,false_positive,false_positive
test/NORMAL/18d48b37-94c0-4ad3-ad89-fbe7166b2f5f.png,NORMAL,PNEUMONIA,0.62631512,0.62631512,false_positive,false_positive
test/NORMAL/10a50075-8c2f-4335-891f-e11127e87dbc.png,NORMAL,PNEUMONIA,0.62539393,0.62539393,false_positive,false_positive
test/NORMAL/0817d40c-ca56-43f4-acd0-349e5e2fdc9f.png,NORMAL,PNEUMONIA,0.61995101,0.61995101,false_positive,false_positive
test/NORMAL/10155593-ee63-4405-861a-81ef41ddeb56.png,NORMAL,PNEUMONIA,0.60562116,0.60562116,false_positive,false_positive
test/NORMAL/08732533-75c0-45e3-9565-f69307152c23.png,NORMAL,PNEUMONIA,0.57995737,0.57995737,false_positive,false_positive
test/NORMAL/163b3240-2726-45f0-9054-9119bab7fd88.png,NORMAL,PNEUMONIA,0.56723934,0.56723934,false_positive,false_positive
test/NORMAL/05d3b194-78bb-4fe9-aa1c-0f1d76e5641d.png,NORMAL,PNEUMONIA,0.56300575,0.56300575,false_positive,false_positive
test/NORMAL/207560f9-0c11-46f4-b6b3-9ee68a558565.png,NORMAL,PNEUMONIA,0.55503660,0.55503660,false_positive,false_positive
test/NORMAL/1467b120-791b-4d54-a7ac-26c3f2201891.png,NORMAL,PNEUMONIA,0.54772902,0.54772902,false_positive,false_positive
test/NORMAL/17bbf318-ef96-4dac-99e0-59fae5c60b56.png,NORMAL,PNEUMONIA,0.54490179,0.54490179,false_positive,false_positive
test/NORMAL/142c4c2d-ef83-468d-869e-fc0d72768cfb.png,NORMAL,PNEUMONIA,0.53589493,0.53589493,false_positive,false_positive
test/NORMAL/15c0c631-f3dd-43e8-935c-a360155eb669.png,NORMAL,PNEUMONIA,0.51456851,0.51456851,false_positive,false_positive
test/NORMAL/102b58f8-0c33-4c7a-958e-0fc23d1eb8a7.png,NORMAL,NORMAL,0.40494615,0.59505385,correct_borderline,correct
test/NORMAL/0be9dc1f-eff8-4813-bd77-b076fbfc537e.png,NORMAL,NORMAL,0.42085016,0.57914984,correct_borderline,correct
test/NORMAL/1622a51d-3ae2-466c-a5c8-304862f69eff.png,NORMAL,NORMAL,0.43038979,0.56961021,correct_borderline,correct
test/NORMAL/0582f503-a451-448f-87a5-a67589c5f7c5.png,NORMAL,NORMAL,0.43338719,0.56661281,correct_borderline,correct
test/NORMAL/0422a993-6daa-43b9-aa54-80104541f539.png,NORMAL,NORMAL,0.44672221,0.55327779,correct_borderline,correct
test/NORMAL/191ebe0e-a14d-416c-88e4-4c4fb2647690.png,NORMAL,NORMAL,0.45589447,0.54410553,correct_borderline,correct
test/NORMAL/13f8bb2b-9c21-4131-aee1-eef3bc0cf88b.png,NORMAL,NORMAL,0.47154218,0.52845782,correct_borderline,correct
test/NORMAL/008b69b2-446a-43dd-9ba2-9ccff8f3da41.png,NORMAL,NORMAL,0.47316623,0.52683377,correct_borderline,correct
test/NORMAL/0b9f36a1-cc44-44f4-b500-cf1127fc71e6.png,NORMAL,NORMAL,0.47369394,0.52630606,correct_borderline,correct
test/PNEUMONIA/239f7e39-e679-4892-9c87-04d1e4fd240f.png,PNEUMONIA,PNEUMONIA,0.52454311,0.52454311,correct_borderline,correct
test/NORMAL/16c68f73-6276-44e1-a40a-b15a0b807924.png,NORMAL,NORMAL,0.48043081,0.51956919,correct_borderline,correct
test/PNEUMONIA/1614564a-fe0d-43dc-87ae-299d859959f6.png,PNEUMONIA,PNEUMONIA,0.51711845,0.51711845,correct_borderline,correct
test/NORMAL/07c5e2ff-fd3a-47c7-936f-33f34d11b41d.png,NORMAL,NORMAL,0.48682439,0.51317561,correct_borderline,correct
test/NORMAL/0a897002-2add-44df-90b3-5a17c51a6da4.png,NORMAL,NORMAL,0.48945120,0.51054880,correct_borderline,correct
